case_id,case_text_value_type,case_text,case_source,case_type,case_transaction_type,case_status,case_priority_level,date_time_created,date_time_closed,customer_tier
C00135,Single message,There's a fraudulent transaction on my credit card. How can I dispute it?,Phone,Credit Cards,Complaint,New,High,2026-03-06 11:15:00+08:00,,High
C00136,Single message,"Hi, BPI! I'm interested in opening a savings account with high interest rates. What are my options?",Email,Deposits,Inquiry,New,Medium,2026-04-06 15:30:00+08:00,,Mid
C00137,User-chatbot conversation,"['User: My credit card is not working when I try to use it online.', 'Chatbot: Have you enabled online purchases for your credit card?', 'User: Yes, I did.', 'Chatbot: What error message are you getting?', 'User: Transaction Declined.']",Phone,Credit Cards,Complaint,Assigned,High,2026-04-07 11:00:00+08:00,,High
C00138,Multiple messages,"['How can I get a copy of my credit card statement?', 'I need it for visa application.', 'Thank you.']",Facebook,Credit Cards,Request,New,Medium,2026-04-08 16:45:00+08:00,,Low
C00139,Single message,What are the requirements and interest rates for BPI's home equity loan?,Branch,Loans,Inquiry,Closed,Low,2026-04-09 09:30:00+08:00,2026-04-09 10:00:00+08:00,Mid
C00140,Single message,I need to report a fraudulent transaction that debited from my BPI account.,Phone,Deposits,Complaint,New,High,2026-04-10 11:15:00+08:00,,High
C00141,Single message,"Hi, BPI! I need to know what the procedure is to close my savings account.",Email,Deposits,Inquiry,New,Low,2026-05-04 15:30:00+08:00,,Mid
C00142,User-chatbot conversation,"[""User: I can't access my credit card account through the mobile app."", 'Chatbot: Can you please confirm if you are using the correct username and password?', 'User: Yes, I am.', 'Chatbot: Have you recently updated the app?', 'User: No, I have not.']",Phone,Credit Cards,Complaint,Assigned,High,2026-05-05 11:00:00+08:00,,High
C00143,Multiple messages,"['I want to apply for a personal loan. May I know the minimum amount I can borrow?', 'And what are the payment terms available?', 'Thanks!']",Facebook,Loans,Inquiry,New,Medium,2026-05-06 16:45:00+08:00,,Low
C00144,Single message,How do I update my contact information on my BPI account?,Branch,Deposits,Inquiry,Closed,Low,2026-05-07 09:30:00+08:00,2026-05-07 10:00:00+08:00,Mid
C00145,Single message,I suspect my credit card has been compromised. I need to report it immediately.,Phone,Credit Cards,Complaint,New,High,2026-05-08 11:15:00+08:00,,High
C00146,Single message,"Hi, BPI! I'm interested in applying for a BPI Gold Rewards Card. What are the benefits?",Email,Credit Cards,Inquiry,New,Medium,2026-06-01 15:30:00+08:00,,Mid
C00147,User-chatbot conversation,"['User: My online transaction was declined even though I have sufficient funds.', 'Chatbot: Was this a new merchant?', 'User: Yes, it was my first time purchasing from them.', 'Chatbot: Can you please provide the merchant name?', 'User: Super Online Store']",Phone,Deposits,Complaint,Assigned,High,2026-06-02 11:00:00+08:00,,High
C00148,Multiple messages,"['Gusto ko pong mag inquire kung magkano ang monthly amortization sa housing loan.', 'Magkano din po ang downpayment?', 'Please reply asap.']",Facebook,Loans,Inquiry,New,Medium,2026-06-03 16:45:00+08:00,,Low
C00149,Single message,I want to file a complaint regarding the poor customer service I received at your branch.,Branch,Deposits,Complaint,Closed,Low,2026-06-04 09:30:00+08:00,2026-06-04 10:00:00+08:00,Mid
C00150,Single message,I received a phishing email pretending to be from BPI. What should I do?,Phone,Deposits,Complaint,New,High,2026-06-05 11:15:00+08:00,,High
C00151,Single message,"Hi, BPI! I want to know the process of transferring my funds from BPI to another bank.",Email,Deposits,Inquiry,New,Low,2026-07-06 15:30:00+08:00,,Mid
C00152,User-chatbot conversation,"['User: I am unable to use my credit card in a physical store.', 'Chatbot: Is the card damaged?', 'User: No, it is not visibly damaged.', 'Chatbot: Are you sure you have sufficient credit limit?', 'User: Yes, I am below my limit.']",Phone,Credit Cards,Complaint,Assigned,High,2026-07-07 11:00:00+08:00,,High
C00153,Multiple messages,"['I want to inquire about the requirements for a BPI business loan.', ""I'm planning to expand my small business."", 'Can you provide the information?']",Facebook,Loans,Inquiry,New,Medium,2026-07-08 16:45:00+08:00,,Low
C00154,Single message,I want to complain about the long queue at your [Branch Name] branch.,Branch,Deposits,Complaint,Closed,Low,2026-07-09 09:30:00+08:00,2026-07-09 10:00:00+08:00,Mid
C00155,Single message,I received an email from BPI asking me to verify my account information. Is this legit?,Phone,Deposits,Complaint,New,High,2026-07-10 11:15:00+08:00,,High
C00156,Single message,"Hi, BPI! I'm interested in your credit card installment offers for electronics purchases.",Email,Credit Cards,Inquiry,New,Medium,2026-08-03 15:30:00+08:00,,Mid
C00157,User-chatbot conversation,"['User: I tried to withdraw money but the ATM retained my card.', 'Chatbot: Which branch ATM did you use?', 'User: BPI Makati Avenue', 'Chatbot: What time did this happen?', 'User: Around 3PM today.']",Phone,Deposits,Complaint,Assigned,High,2026-08-04 11:00:00+08:00,,High
C00158,Multiple messages,"['May I inquire about your personal loan. What are the requirements?', 'Kailangan ko po kasi pang pagamot.', 'Thank you.']",Facebook,Loans,Inquiry,New,Medium,2026-08-05 16:45:00+08:00,,Low
C00159,Single message,I want to close my checking account. What is the process and requirements?,Branch,Deposits,Inquiry,Closed,Low,2026-08-06 09:30:00+08:00,2026-08-06 10:00:00+08:00,Mid
C00160,Single message,I suspect someone has accessed my BPI online banking account. How can I secure my account?,Phone,Deposits,Complaint,New,High,2026-08-07 11:15:00+08:00,,High
C00161,Single message,"Hi, BPI! I want to know the requirements for applying a BPI Amore Visa Platinum credit card.",Email,Credit Cards,Inquiry,New,Medium,2026-09-07 15:30:00+08:00,,Mid
C00162,User-chatbot conversation,"['User: I am trying to enroll my credit card to BPI online banking, but I am having problems.', 'Chatbot: What specific error are you encountering?', 'User: It says invalid card number.', 'Chatbot: Can you double check the card number and try again?', 'User: I already did, multiple times']",Phone,Credit Cards,Complaint,Assigned,High,2026-09-08 11:00:00+08:00,,High
C00163,Multiple messages,"['Good day! May I know the status of my personal loan application?', 'Reference number is 1234567890.', 'Kailangan ko na po sana ng update.']",Facebook,Loans,Inquiry,New,Medium,2026-09-09 16:45:00+08:00,,Low
C00164,Single message,Pwede po ba akong mag-request ng checkbook sa inyong branch?,Branch,Deposits,Request,Closed,Low,2026-09-10 09:30:00+08:00,2026-09-10 10:00:00+08:00,Mid
C00165,Single message,My debit card was charged for a transaction I did not authorize. Please investigate this.,Phone,Deposits,Complaint,New,High,2026-09-11 11:15:00+08:00,,High
C00166,Single message,"Hi, BPI! I need to know if my credit card is eligible for zero-interest installment for appliances.",Email,Credit Cards,Inquiry,New,Medium,2026-10-05 15:30:00+08:00,,Mid
C00167,User-chatbot conversation,"[""User: I am trying to transfer funds using the BPI mobile app, but it says 'Transaction Failed'."", ""Chatbot: Is this the first time you're transferring to this account?"", ""User: No, I've transferred to this account before."", 'Chatbot: Have you exceeded your daily transfer limit?', 'User: No, I have not.']",Phone,Deposits,Complaint,Assigned,High,2026-10-06 11:00:00+08:00,,High
C00168,Multiple messages,"['I submitted the requirements for my car loan. How long will it take to process?', 'I need the car urgently.', 'Please update me on the status.']",Facebook,Loans,Inquiry,New,High,2026-10-07 16:45:00+08:00,,Low
C00169,Single message,What are the requirements for opening a joint savings account with BPI?,Branch,Deposits,Inquiry,Closed,Low,2026-10-08 09:30:00+08:00,2026-10-08 10:00:00+08:00,Mid
C00170,Single message,I need to dispute a recent transaction on my BPI credit card because I didn't make that purchase.,Phone,Credit Cards,Complaint,New,High,2026-10-09 11:15:00+08:00,,High
C00171,Single message,"Hi, BPI! I need to know what the annual income requirement is for the BPI Visa Signature card.",Email,Credit Cards,Inquiry,New,Low,2026-11-02 15:30:00+08:00,,Mid
C00172,User-chatbot conversation,"[""User: I'm having trouble with my online banking. I can't remember my username."", 'Chatbot: Please provide the last four digits of your ATM card.', 'User: 7890', 'Chatbot: Please provide your date of birth.', 'User: 04/10/1988']",Phone,Deposits,Complaint,Assigned,High,2026-11-03 11:00:00+08:00,,High
C00173,Multiple messages,"['Hi, BPI! Gusto ko sanang mag apply ng personal loan. Ano po ang requirements?', 'I need the money for medical expenses po.', 'Please let me know.']",Facebook,Loans,Inquiry,New,Medium,2026-11-04 16:45:00+08:00,,Low
C00174,Single message,I want to request for a checkbook. Can I do that online?,Branch,Deposits,Request,Closed,Low,2026-11-05 09:30:00+08:00,2026-11-05 10:00:00+08:00,Mid
C00175,Single message,I noticed a charge on my BPI credit card that I don't recognize. What should I do?,Phone,Credit Cards,Complaint,New,High,2026-11-06 11:15:00+08:00,,High
C00176,Single message,"Hi, BPI! I want to know how to apply for a BPI Credit Card online. Is there a link I can use?",Email,Credit Cards,Inquiry,New,Medium,2026-12-07 15:30:00+08:00,,Mid
C00177,User-chatbot conversation,"[""User: I deposited a check yesterday, but it's not yet reflected in my account."", 'Chatbot: What is the check number?', 'User: 1234567890', 'Chatbot: Which branch did you deposit the check at?', 'User: BPI Ayala Branch']",Phone,Deposits,Complaint,Assigned,High,2026-12-08 11:00:00+08:00,,High
C00178,Multiple messages,"['Gusto ko po sanang mag avail ng BPI auto loan. Meron po kayong requirements list?', ""I'm planning to buy a new car."", 'Thank you!']",Facebook,Loans,Inquiry,New,Medium,2026-12-09 16:45:00+08:00,,Low
C00179,Single message,"I want to request for a bank statement from BPI for the last year, up to December 2026.",Branch,Deposits,Request,Closed,Medium,2026-12-10 09:30:00+08:00,2026-12-10 10:00:00+08:00,Mid
C00180,Single message,I saw a transaction on my BPI credit card that I didn't authorize. How can I report this?,Phone,Credit Cards,Complaint,New,High,2026-12-11 11:15:00+08:00,,High
C00181,Single message,"Hi, BPI! I want to know how I can apply for a credit card limit increase.",Email,Credit Cards,Inquiry,New,Medium,2027-01-04 15:30:00+08:00,,Mid
C00182,User-chatbot conversation,"['User: I tried to make a transfer on my BPI Savings Account pero insufficient balance daw.', 'Chatbot: Paki-check po kung magkano ang current balance nyo?', 'User: Hindi ko po alam, kasi hindi ko makita sa BPI App.', ""Chatbot: For verification purposes, what's your registered mobile number?""]",Phone,Deposits,Complaint,Assigned,High,2027-01-05 11:00:00+08:00,,High
C00183,Multiple messages,"['Hello, I would like to inquire about the BPI Home Loan', 'What are the requirements to apply?', 'And how long does it take to process?', 'Thanks.']",Facebook,Loans,Inquiry,New,Medium,2027-01-06 16:45:00+08:00,,Low
C00184,Single message,I want to enroll my credit card for auto-debit payment in my savings account.,Branch,Credit Cards,Request,Closed,Low,2027-01-07 09:30:00+08:00,2027-01-07 10:00:00+08:00,Mid
C00185,Single message,There's a problem with my online banking. I cannot log in with the correct username and password.,Phone,Deposits,Complaint,New,High,2027-01-08 11:15:00+08:00,,High
C00186,Single message,"Hi, BPI! I'm applying for a credit card and would like to ask if I can submit my documents online.",Email,Credit Cards,Inquiry,New,Medium,2027-02-01 15:30:00+08:00,,Mid
C00187,User-chatbot conversation,"['User: My debit card transaction was declined. What could be the reason?', 'Chatbot: What specific error are you seeing?', 'User: insufficient Funds', 'Chatbot: To further assist you, what is the last 4 digits of your card?', 'User: 1234']",Phone,Deposits,Complaint,Assigned,High,2027-02-02 11:00:00+08:00,,High
C00188,Multiple messages,"['BPI, I want to know about the pre-termination of loan agreement.', 'What are the fees?', 'Pls respond immediately.']",Facebook,Loans,Inquiry,New,High,2027-02-03 16:45:00+08:00,,Low
C00189,Single message,"Gusto ko pong mag open ng BPI savings account, anong requirements?",Branch,Deposits,Inquiry,Closed,Medium,2027-02-04 09:30:00+08:00,2027-02-04 10:00:00+08:00,Mid
C00190,Single message,I made a mistake transferring to a wrong account number. How can I reverse this transaction?,Phone,Deposits,Complaint,New,High,2027-02-05 11:15:00+08:00,,High
C00191,Single message,"Hi, BPI! I need to know what the interest rate is for a personal loan.",Email,Loans,Inquiry,New,Medium,2027-03-01 15:30:00+08:00,,Mid
C00192,User-chatbot conversation,"['User: Bakit hindi ako maka-transfer ng funds sa ibang bank?', 'Chatbot: Naka-enroll na po ba yung account na gusto mong transfer-an?', 'User: Opo, naka-enroll na.', 'Chatbot: Ano pong lumalabas na error message?']",Phone,Deposits,Complaint,Assigned,High,2027-03-02 11:00:00+08:00,,High
C00193,Multiple messages,"['Hi! How can I apply for a BPI credit card?', 'What are the requirements?', 'Can I apply online?']",Facebook,Credit Cards,Inquiry,New,Medium,2027-03-03 16:45:00+08:00,,Low
C00194,Single message,I'd like to change my registered address on my BPI account. How do I do that?,Branch,Deposits,Inquiry,Closed,Low,2027-03-04 09:30:00+08:00,2027-03-04 10:00:00+08:00,Mid
C00195,Single message,I have a problem with my credit card. I was charged for something I didn't buy.,Phone,Credit Cards,Complaint,New,High,2027-03-05 11:15:00+08:00,,High
C00196,Single message,"Hi, BPI! I want to know what the minimum amount to open a Maxi Saver account is.",Email,Deposits,Inquiry,New,Low,2027-04-05 15:30:00+08:00,,Mid
C00197,User-chatbot conversation,"['User: My credit card was declined at a gas station. Why?', 'Chatbot: Can you confirm you have enough available credit?', 'User: Yes, I have lots of available credit.', 'Chatbot: Has this happened before?', ""User: No, it's the first time.""]",Phone,Credit Cards,Complaint,Assigned,High,2027-04-06 11:00:00+08:00,,High
C00198,Multiple messages,"['Gusto ko pong mag apply ng housing loan. Anong mga requirements?', 'Please send it to my messenger account.', 'Salamat po.']",Facebook,Loans,Inquiry,New,Medium,2027-04-07 16:45:00+08:00,,Low
C00199,Single message,"I would like to close my online banking account, please help me with process",Branch,Deposits,Request,Closed,Low,2027-04-08 09:30:00+08:00,2027-04-08 10:00:00+08:00,Mid
C00200,Single message,"My atm is not working, it is saying invalid pin. Need help reporting this.",Phone,Deposits,Complaint,New,High,2027-04-09 11:15:00+08:00,,High
C00201,Single message,"Hi, BPI! I need to know if there are any ongoing promos with my BPI credit card.",Email,Credit Cards,Inquiry,New,Medium,2027-05-03 15:30:00+08:00,,Mid
